85.451642	34.751734	
85.732413	36.120936	
85.134033	36.980490	
85.008040	38.302642	
84.484468	38.914839	
84.789164	39.979774	
84.737696	40.666785	
83.730229	41.453553	
83.335790	42.141099	
83.148816	43.157934	
82.900470	44.986734	
82.706713	44.934271	
81.995329	46.316456	
81.216999	46.994206	
80.363770	47.961181	
79.972047	48.435641	
79.415794	49.135003	
78.303128	50.084624	
77.821200	50.441519	
77.034700	51.210806	
76.524026	52.124480	
75.738260	52.404192	
73.832952	52.515722	
73.818086	53.042416	
72.372310	53.935762	
71.232729	53.314362	
70.488062	54.236642	
69.556928	54.848501	
68.813069	54.582410	
67.665328	54.783894	
66.329109	55.109734	
65.631417	55.557984	
64.163821	55.148022	
64.212277	54.637567	
62.550005	54.704989	
61.963697	54.343936	
60.976145	54.350205	
59.611871	53.363789	
58.396037	53.494126	
57.456913	53.617135	
57.239166	53.199357	
56.062644	52.217978	
55.541947	52.287823	
54.232474	51.668211	
52.671791	51.353419	
52.430988	50.491450	
52.233194	49.501326	
51.328084	48.830446	
51.133336	48.008044	
50.019332	47.696870	
48.759194	47.093141	
49.463732	45.896057	
48.504111	45.082948	
47.250372	44.146012	
47.304857	42.757463	
46.820597	42.124279	
46.248224	41.444850	
45.620160	40.717618	
45.616761	39.401766	
45.768324	38.314183	
45.353378	37.360546	
45.146692	36.938301	
45.352039	35.784819	
46.102436	34.744921	
45.427795	33.936638	
45.668206	32.963330	
45.407990	31.527395	
45.285543	30.215094	
45.645910	29.321825	
46.426322	29.069417	
46.605318	27.995579	
46.950769	26.508955	
47.643109	25.895190	
48.473925	25.115052	
48.646878	24.308684	
48.808373	23.420428	
49.590985	22.383535	
50.414356	22.188556	
50.822473	20.964714	
51.949004	20.121405	
52.617934	19.145571	
53.199702	18.716798	
53.356605	19.331423	
54.297004	17.771155	
55.212102	17.883547	
56.712537	16.813998	
57.296239	16.853278	
58.800154	15.990647	
59.137229	15.624654	
60.129068	15.660910	
61.036857	15.367265	
62.471652	15.341434	
63.393096	14.844801	
64.129006	15.076426	
64.922149	14.661595	
65.959427	15.131534	
66.961072	15.145716	
68.267910	15.148112	
69.354417	14.903800	
70.521138	14.936926	
71.304718	15.511445	
71.621296	16.036282	
73.181367	15.892667	
73.833472	16.908648	
74.477581	17.684682	
75.501455	17.550197	
76.364185	18.181107	
77.226140	18.490884	
78.056374	19.397153	
78.729785	19.803885	
79.360001	21.069335	
80.550680	21.716231	
81.265439	22.314577	
